Job URL,Job title,Company name,Location,Job description,Required skills,Employment type,Department / team,Posted date
https://job-boards.greenhouse.io/figma/jobs/5711913004?gh_jid=5711913004,"Product Designer, AI Models",Figma Logo,"San Francisco, CA • New York, NY • United States","Pay Transparency Disclosure If based in Figma’s San Francisco or New York hub offices, this role has the annual base salary range stated below. Job level and actual compensation will be decided based on factors including, but not limited to, individual qualifications objectively assessed during the interview process (including skills and prior relevant experience, potential impact, and scope of role), market demands, and specific work location. The listed range is a guideline, and the range for this role may be modified. For roles that are available to be filled remotely, the pay range is localized according to employee work location by a factor of between 80% and 100% of range. Please discuss your specific work location with your recruiter for more information. Figma offers equity to employees, as well a competitive package of additional benefits, including health, dental & vision, retirement with company contribution, parental leave & reproductive or family planning support, mental health & wellness benefits, generous PTO, company recharge days, a learning & development stipend, a work from home stipend, and cell phone reimbursement.  Figma also offers sales incentive pay for most sales roles and an annual bonus plan for eligible non-sales roles. Figma’s compensation and benefits are subject to change and may be modified in the future.",,N/A,N/A,N/A
https://jobs.lever.co/palantir/a543d82a-a089-4b1c-afd1-4f30d3d8ee23,Administrative Business Partner,Palantir Technologies,"New York, NY","A World-Changing CompanyPalantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.The RoleOur team of Administrative Business Partners does more than just support our leaders: we’re the backbone of the busiest people at Palantir. We build positive relationships with the people we support and anticipate their needs without being asked. Our passion for helping others makes us an invaluable resource at Palantir!As an Administrative Business Partner, you will be handling a variety of professional responsibilities, including calendaring, travel, and expenses. You are very organized and thrive off of enabling the people you support to be as productive and impactful as possible. You’ll demonstrate your excellent communication skills, and exercise tact and diplomacy in helping to manage relationships with internal and external senior team members at Palantir. In this role you'll also demonstrate good judgment and critical thinking by understanding competing priorities and actioning accordingly.\nCore ResponsibilitiesProvide administrative support to a portfolio of individuals/teams across the business.Handle sophisticated calendars in a fast-paced environment,  and prioritize commitments to enhance time and productivity.Book travel arrangements (domestic and international).Track and process expense reports.Help plan, support, and complete office events and external gatherings.Work both autonomously and in collaboration with teammates, colleagues, and external contacts.What We ValueAbility to adjust quickly, anticipate needs, and implement autonomously, with strong attention to detail. Ability to prioritize and have a high sense of urgency.Excellent communication skills and perceptiveness. Ability to interact with a wide range of teams internally and externally with thoughtfulness and tact.High level of integrity, confidentiality, and discretion in both internal and external interactions.What We RequireAt least four years of previous administrative or personal support experience, preferably in a fast-paced environment.Excellent digital literacy, including proficiency with Microsoft products (Outlook, Excel, Word, PowerPoint, etc.).Experience with scheduling sophisticated international and domestic travel itineraries.Familiarity with travel booking and expense reporting software.\nSalaryThe estimated salary range for this position is estimated to be $60,000 - $120,000/year. Total compensation for this position may also include Restricted Stock units, sign-on bonus and other potential future incentives. Further note that total compensation for this position will be determined by each individual’s relevant qualifications, work experience, skills, and other factors. This estimate excludes the value of any potential sign-on bonus; the value of any benefits offered; and the potential future value of any long-term incentives.Our benefits aim to promote health and wellbeing across all areas of Palantirians’ lives. We work to continuously improve our offerings and listen to our community as we design and update them. The list below details our available benefits and some of the perks that can be enjoyed as an employee of Palantir Technologies.Benefits• &nbsp;Employees (and their eligible dependents) can enroll in medical, dental, and vision insurance as well as voluntary life insurance• &nbsp;Employees are automatically covered by Palantir’s basic life, AD&amp;D and disability insurance• &nbsp;Commuter benefits• &nbsp;Take what you need paid time off, not accrual based• &nbsp;2 weeks paid time off built into the end of each year (subject to team and business needs)• &nbsp;10 paid holidays throughout the calendar year• &nbsp;Supportive leave of absence program including time off for military service and medical events• &nbsp;Paid leave for new parents and subsidized back-up care for all parents• &nbsp;Fertility and family building benefits including but not limited to adoption, surrogacy, and preservation• &nbsp;Stipend to help with expenses that come with a new child• &nbsp;Employees can enroll in Palantir’s 401k planLife at PalantirWe want every Palantirian to achieve their best outcomes, that’s why we celebrate individuals’ strengths, skills, and interests, from your first interview to your longterm growth, rather than rely on traditional career ladders. Paying attention to the needs of our community enables us to optimize our opportunities to grow and helps ensure many pathways to success at Palantir. Promoting health and well-being across all areas of Palantirians’ lives is just one of the ways we’re investing in our community. Learn more at Life at Palantir and note that our offerings may vary by region.In keeping consistent with Palantir’s values and culture, we believe employees are “better together” and in-person work affords the opportunity for more creative outcomes. Therefore, we encourage employees to work from our offices to foster connectivity and innovation. Many teams do offer hybrid options (WFH a day or two a week), allowing our employees to strike the right trade-off for their personal productivity. Based on business need, there are a few roles that allow for “Remote” work on an exceptional basis. If you are applying for one of these roles, you must work from the state in which you are employed. If the posting is specified as Onsite, you are required to work from an office.If you want to empower the world's most important institutions, you belong here. Palantir values excellence regardless of background. We are proud to be an Equal Opportunity Employer for all, including but not limited to Veterans and those with disabilities. Palantir is committed to making the application and hiring process accessible to everyone and will provide a reasonable accommodation for those living with a disability. If you need an accommodation for the application or hiring process, please reach out and let us know how we can help.If you would like to understand more about how your personal data will be processed by Palantir, please see our Privacy Policy.",,Full-time,N/A,2023-03-27
https://job-boards.greenhouse.io/discord/jobs/8210945002,Director of Data and Analytics Engineering,Discord Logo,San Francisco Bay Area,"Discord is used by over 200 million people every month for many different reasons, but there’s one thing that nearly everyone does on our platform: play video games. Over 90% of our users play games, spending a combined 1.5 billion hours playing thousands of unique titles on Discord each month. Discord plays a uniquely important role in the future of gaming. We are focused on making it easier and more fun for people to talk and hang out before, during, and after playing games. As Director of Data and Analytics Engineering, you'll build the data products and systems that powers how Discord accesses data—from self-service analytics and dashboards to AI-powered experiences that let anyone query data naturally. You'll lead a team of talented engineers and engineering managers through a critical growth phase, enabling rapid decision making across our subscription, advertising and commerce businesses. You'll strengthen data engineering foundations while advancing analytics engineering practices—creating high-quality, well-modeled datasets and semantic layers that enable both technical teams and business users to access data reliably, whether through traditional analytics platforms or AI-powered assistants. What You'll Be Doing Develop and drive a strategic vision to make data quality and reliability paramount across Discord Partner closely with leadership across data platform, ML platform, and other and related engineering teams teams to shape the overall vision of data at Discord Partner with AI Productivity teams to democratize data through AI, building semantic layers that enable natural language querying and AI-driven data experiences Define and implement data modeling best practices using frameworks like dimensional modeling, ensuring consistent business logic and metrics definitions across the organization Build and optimize foundational, high-leverage datasets that power business-critical applications including analytics, machine learning, experimentation, and more Establish metrics governance and a robust semantic layer that serves as the foundation for both traditional analytics tools and AI-powered data experiences, creating a single source of truth that enables accurate insights whether accessed through dashboards or natural language queries Strengthen a world-class data engineering team, expanding the impact and reach of data across the organization Foster a collaborative culture that thrives on innovation, impact, and continuous learning What you should have 10+ years of experience in data engineering and/or analytics engineering, with deep expertise in building scalable data systems 5+ years of management experience, having successfully hired and grown other managers and  technical leaders Proven track record of cross-functional collaboration with data science, ML, and engineering teams to optimize data pipelines and consumption patterns for usability, performance, and cost—working end-to-end from instrumentation to insights Deep hands-on expertise with modern data storage and processing technologies (BigQuery, SQL, Airflow, Dagster, dbt, or similar) Experience with data visualization and dashboarding technologies (Looker, Tableau, or similar) Track record of building and scaling semantic/metrics layers (using tools like dbt metrics, Looker LookML, or similar) that enable reliable insights through both dashboards and AI-powered experiences Demonstrated success building self-service analytics capabilities and data products that democratize data access and empowering non-technical stakeholders Exceptional communication skills across technical and non-technical audiences, with an ability to explain complex concepts clearly and influence at all levels Comfort navigating ambiguity, solving problems that are not well-defined and adapting as priorities evolve quickly Experience working with and influencing executives to drive data-informed decision making A desire to work with amazing, passionate people who care deeply about solving challenging problems to improve Discord Bonus Points: Passion for Discord or gaming in general Experience solving complex data governance challenges that span across functional boundaries Familiarity with modern AI tools for data developer productivity (code generation, documentation, data quality validation) The US base salary range for this full-time position is $400,000 to $450,000+ equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits. Why Discord? Discord plays a uniquely important role in the future of gaming. We're a multiplatform, multigenerational and multiplayer platform that helps people deepen their friendships around games and shared interests. We believe games give us a way to have fun with our favorite people, whether listening to music together or grinding in competitive matches for diamond rank. Join us in our mission! Your future is just a click away! Discord is committed to inclusion and providing reasonable accommodations during the interview process. We want you to feel set up for success, so if you are in need of reasonable accommodations, please let your recruiter know. Please see our Applicant and Candidate Privacy Policy for details regarding Discord’s collection and usage of personal information relating to the application and recruitment process by clicking HERE. * indicates a required field Education We’d like to know a little more about you. Answering is completely voluntary, but we'll be forever grateful since the information will help us evaluate and improve our recruitment, diversity and belonging efforts. Whether or not you choose to answer the questions will not affect your job application with us. Any information you submit here will be kept secure, pseudonymized, confidential and completely separate from your personal data and job application. By answering this survey, you consent to our processing of your responses for the purposes listed above. You have the right to withdraw your consent at any time by contacting us. Self-identification categories: Gender Identity: A person's internal perception of their gender and how they label themselves (may or may not correspond to gender assigned at birth). Race/Ethnicity: A person’s racial or ethnic identity. Sexual Orientation: A person's sexual identity in relation to the gender to which they are attracted. Disability: A person who has a physical or mental impairment which substantially, or occasionally, limits one or more of their major life activities. Military Service: A person who has spent time serving in any branch of the military (may be retired or active). Voluntary Self-Identification For government reporting purposes, we ask candidates to respond to the below self-identification survey.
Completion of the form is entirely voluntary. Whatever your decision, it will not be considered in the hiring
process or thereafter. Any information that you do provide will be recorded and maintained in a
confidential file. As set forth in Discord’s Equal Employment Opportunity policy,
we do not discriminate on the basis of any protected group status under any applicable law. Gender * Select... Are you Hispanic/Latino? * Select... Race & Ethnicity Definitions If you believe you belong to any of the categories of protected veterans listed below, please indicate by making the appropriate selection.
  As a government contractor subject to the Vietnam Era Veterans Readjustment Assistance Act (VEVRAA), we request this information in order to measure
  the effectiveness of the outreach and positive recruitment efforts we undertake pursuant to VEVRAA. Classification of protected categories
  is as follows: A ""disabled veteran"" is one of the following: a veteran of the U.S. military, ground, naval or air service who is entitled to compensation (or who but for the receipt of military retired pay would be entitled to compensation) under laws administered by the Secretary of Veterans Affairs; or a person who was discharged or released from active duty because of a service-connected disability. A ""recently separated veteran"" means any veteran during the three-year period beginning on the date of such veteran's discharge or release from active duty in the U.S. military, ground, naval, or air service. An ""active duty wartime or campaign badge veteran"" means a veteran who served on active duty in the U.S. military, ground, naval or air service during a war, or in a campaign or expedition for which a campaign badge has been authorized under the laws administered by the Department of Defense. An ""Armed forces service medal veteran"" means a veteran who, while serving on active duty in the U.S. military, ground, naval or air service, participated in a United States military operation for which an Armed Forces service medal was awarded pursuant to Executive Order 12985. Veteran Status * Select... Voluntary Self-Identification of Disability Form CC-305 Page 1 of 1 OMB Control Number 1250-0005 Expires 04/30/2026 Why are you being asked to complete this form? We are a federal contractor or subcontractor. The law requires us to provide equal employment opportunity to qualified people with disabilities. We have a goal of having at least 7% of our workers as people with disabilities. The law says we must measure our progress towards this goal. To do this, we must ask applicants and employees if they have a disability or have ever had one. People can become disabled, so we need to ask this question at least every five years. Completing this form is voluntary, and we hope that you will choose to do so. Your answer is confidential. No one who makes hiring decisions will see it. Your decision to complete the form and your answer will not harm you in any way. If you want to learn more about the law or this form, visit the U.S. Department of Labor’s Office of Federal Contract Compliance Programs (OFCCP) website at www.dol.gov/ofccp . How do you know if you have a disability? A disability is a condition that substantially limits one or more of your “major life activities.” If you have or have ever had such a condition, you are a person with a disability. Disabilities include, but are not limited to: Alcohol or other substance use disorder (not currently using drugs illegally) Autoimmune disorder, for example, lupus, fibromyalgia, rheumatoid arthritis, HIV/AIDS Blind or low vision Cancer (past or present) Cardiovascular or heart disease Celiac disease Cerebral palsy Deaf or serious difficulty hearing Diabetes Disfigurement, for example, disfigurement caused by burns, wounds, accidents, or congenital disorders Epilepsy or other seizure disorder Gastrointestinal disorders, for example, Crohn's Disease, irritable bowel syndrome Intellectual or developmental disability Mental health conditions, for example, depression, bipolar disorder, anxiety disorder, schizophrenia, PTSD Missing limbs or partially missing limbs Mobility impairment, benefiting from the use of a wheelchair, scooter, walker, leg brace(s) and/or other supports Nervous system condition, for example, migraine headaches, Parkinson’s disease, multiple sclerosis (MS) Neurodivergence, for example, attention-deficit/hyperactivity disorder (ADHD), autism spectrum disorder, dyslexia, dyspraxia, other learning disabilities Partial or complete paralysis (any cause) Pulmonary or respiratory conditions, for example, tuberculosis, asthma, emphysema Short stature (dwarfism) Traumatic brain injury Disability Status * Select... PUBLIC BURDEN STATEMENT: According to the Paperwork Reduction Act of 1995 no persons are required to respond to a collection of information unless such collection displays a valid OMB control number. This survey should take about 5 minutes to complete. Powered by",,N/A,N/A,N/A
https://www.rozee.pk/senior-software-engineer-jobs-1822246,Senior Software Engineer,JiBe ERP,,"JiBe is a cloud-based, fully integrated ERP system designed specifically for the shipping industry. Our platform helps shipping companies enhance productivity, efficiency, and safety while significantly reducing operational costs. By enabling increased automation and streamlining workflows, JiBe minimizes reliance on email and paper, allowing organizations to focus on what matters most. We are currently seeking a highly skilled engineer to join our dynamic team and contribute directly to the growth and success of our product.Key Responsibilities  - Design, develop, and maintain scalable and reliable software solutions within the JiBe ERP system.  - Collaborate closely with cross-functional teams including product management, QA, and customer support to deliver high-quality features.  - Participate in code reviews, testing, and continuous integration to ensure robust and maintainable code.  - Identify and troubleshoot performance bottlenecks and bugs to improve system stability and user experience.  - Contribute to the design and implementation of new workflows and automation features that reduce manual processes.  - Stay up-to-date with emerging technologies and industry trends to continuously enhance the product.  - Support deployment and post-release monitoring to ensure smooth operation in production environments.  Required Qualifications  - Proven experience in software engineering, preferably with cloud-based ERP or SaaS platforms.  - Strong proficiency in relevant programming languages and frameworks used in JiBe’s technology stack.  - Solid understanding of software development lifecycle, agile methodologies, and best coding practices.  - Experience with database design, optimization, and working with both SQL and NoSQL databases.  - Ability to write clean, maintainable, and well-documented code.  - Excellent problem-solving skills and attention to detail.  - Strong communication skills and ability to work effectively within a team environment.  Preferred Qualifications and Benefits  - Experience in the shipping or logistics industry is a plus.  - Familiarity with cloud infrastructure and DevOps practices.  - Exposure to automation tools and workflow management systems.  - Opportunity to work in a fast-growing company with a collaborative and innovative culture.  - Chance to make a direct impact on product development and company growth.  JiBe offers a challenging and rewarding environment for engineers who are passionate about building impactful software solutions. Join us to be part of a team that is transforming the shipping industry through technology..",, First Shift (Day),N/A,2026-02-20
https://job-boards.greenhouse.io/figma/jobs/5565447004?gh_jid=5565447004,"Senior Account Executive, SMB",Figma Logo,"San Francisco, CA • New York, NY • United States","Pay Transparency Disclosure If based in Figma’s San Francisco or New York hub offices, this role has the annual base salary range stated below. Job level and actual compensation will be decided based on factors including, but not limited to, individual qualifications objectively assessed during the interview process (including skills and prior relevant experience, potential impact, and scope of role), market demands, and specific work location. The listed range is a guideline, and the range for this role may be modified. For roles that are available to be filled remotely, the pay range is localized according to employee work location by a factor of between 80% and 100% of range. Please discuss your specific work location with your recruiter for more information. Figma offers equity to employees, as well a competitive package of additional benefits, including health, dental & vision, retirement with company contribution, parental leave & reproductive or family planning support, mental health & wellness benefits, generous PTO, company recharge days, a learning & development stipend, a work from home stipend, and cell phone reimbursement.  Figma also offers sales incentive pay for most sales roles and an annual bonus plan for eligible non-sales roles. Figma’s compensation and benefits are subject to change and may be modified in the future.",,N/A,N/A,N/A
https://job-boards.greenhouse.io/discord/jobs/8438033002,"Senior Software Engineer, Machine Learning (Commerce)",Discord Logo,San Francisco Bay Area,"Discord is used by over 200 million people every month for many different reasons, but there’s one thing that nearly everyone does on our platform: play video games. Over 90% of our users play games, spending a combined 1.5 billion hours playing thousands of unique titles on Discord each month. Discord plays a uniquely important role in the future of gaming. We are focused on making it easier and more fun for people to talk and hang out before, during, and after playing games. We are looking for a Senior Machine Learning Engineer to join our Revenue ML team at Discord. This role sits at the intersection of Discord's two most strategic revenue pillars — our growing 1P Shop and our newly launched Game Commerce platform, which connects players to in-game items from major publishers like Marvel Rivals, Fortnite, Valorant, and more. You'll be the founding ML voice for commerce discovery and personalization, building systems from the ground up that power recommendations, social commerce mechanics, and marketing targeting across both first-party and third-party storefronts. This is a high-impact, high-leverage role. Discord's social platform gives us a fundamentally differentiated commerce advantage — deep social graphs, fan communities, and native gaming context — and you will be the person who turns that into ML-powered products that drive meaningful GMV growth. What You'll Be Doing: Architect and own the ML foundations for commerce discovery: user, item, and interaction embeddings that power personalized recommendations across shop surfaces (homepage, cart, post-purchase, wishlist, and more). Design and deploy scalable real-time recommendation and ranking systems that support a growing catalog of 1P and 3P items across heterogeneous game publisher inventories. Build ML-powered marketing targeting systems that identify the right users for the right campaigns — new buyer discounts, drop campaigns, weekly deals, and seasonal promotions — driving conversion without conditioning users to wait for discounts. Leverage Discord's unique social graph to build social commerce ML: gifting recipient prediction, group buying conversion modeling, and friend-group recommendations that differentiate Discord from traditional game storefronts. Drive deep learning A/B testing infrastructure and model monitoring to translate experimentation results into actionable product decisions. Partner closely with Shop, Game Commerce, Revenue Infra, ML Infra and Data Engineering teams to define ML requirements, surface integration points, and influence the commerce roadmap. What You Should Have: 4+ years of experience as a Machine Learning Engineer, with a track record of owning and shipping recommendation or personalization systems end-to-end. Deep expertise in applied deep learning — particularly embedding models, two-tower architectures, and retrieval/ranking systems for e-commerce or content recommendation. Strong proficiency in Python and deep learning frameworks (PyTorch preferred). Experience building and operating real-time ML serving infrastructure at scale, including feature stores, model serving, and A/B testing frameworks. Demonstrated ability to work in early-stage, high-ambiguity environments and build ML systems from the ground up, not just improve existing ones. Experience translating ML evaluation metrics and experiment results into product roadmap decisions and business impact. Strong cross-functional instincts — you're comfortable partnering with product, engineering, data science, and business stakeholders to align on priorities and drive execution. Bonus Skills: Experience applying graph ML or social network signals (social affinities, community behavior) to recommendation or personalization problems. Familiarity with personalized marketing systems: lifecycle targeting, audience segmentation, and campaign optimization. Familiarity with loyalty, rewards, or incentive pro The US base salary range for this full-time position is $220,000 to $247,500 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits. Why Discord? Discord plays a uniquely important role in the future of gaming. We're a multiplatform, multigenerational and multiplayer platform that helps people deepen their friendships around games and shared interests. We believe games give us a way to have fun with our favorite people, whether listening to music together or grinding in competitive matches for diamond rank. Join us in our mission! Your future is just a click away! Discord is committed to inclusion and providing reasonable accommodations during the interview process. We want you to feel set up for success, so if you are in need of reasonable accommodations, please let your recruiter know. Please see our Applicant and Candidate Privacy Policy for details regarding Discord’s collection and usage of personal information relating to the application and recruitment process by clicking HERE. * indicates a required field Education We’d like to know a little more about you. Answering is completely voluntary, but we'll be forever grateful since the information will help us evaluate and improve our recruitment, diversity and belonging efforts. Whether or not you choose to answer the questions will not affect your job application with us. Any information you submit here will be kept secure, pseudonymized, confidential and completely separate from your personal data and job application. By answering this survey, you consent to our processing of your responses for the purposes listed above. You have the right to withdraw your consent at any time by contacting us. Self-identification categories: Gender Identity: A person's internal perception of their gender and how they label themselves (may or may not correspond to gender assigned at birth). Race/Ethnicity: A person’s racial or ethnic identity. Sexual Orientation: A person's sexual identity in relation to the gender to which they are attracted. Disability: A person who has a physical or mental impairment which substantially, or occasionally, limits one or more of their major life activities. Military Service: A person who has spent time serving in any branch of the military (may be retired or active). Voluntary Self-Identification For government reporting purposes, we ask candidates to respond to the below self-identification survey.
Completion of the form is entirely voluntary. Whatever your decision, it will not be considered in the hiring
process or thereafter. Any information that you do provide will be recorded and maintained in a
confidential file. As set forth in Discord’s Equal Employment Opportunity policy,
we do not discriminate on the basis of any protected group status under any applicable law. Gender * Select... Are you Hispanic/Latino? * Select... Race & Ethnicity Definitions If you believe you belong to any of the categories of protected veterans listed below, please indicate by making the appropriate selection.
  As a government contractor subject to the Vietnam Era Veterans Readjustment Assistance Act (VEVRAA), we request this information in order to measure
  the effectiveness of the outreach and positive recruitment efforts we undertake pursuant to VEVRAA. Classification of protected categories
  is as follows: A ""disabled veteran"" is one of the following: a veteran of the U.S. military, ground, naval or air service who is entitled to compensation (or who but for the receipt of military retired pay would be entitled to compensation) under laws administered by the Secretary of Veterans Affairs; or a person who was discharged or released from active duty because of a service-connected disability. A ""recently separated veteran"" means any veteran during the three-year period beginning on the date of such veteran's discharge or release from active duty in the U.S. military, ground, naval, or air service. An ""active duty wartime or campaign badge veteran"" means a veteran who served on active duty in the U.S. military, ground, naval or air service during a war, or in a campaign or expedition for which a campaign badge has been authorized under the laws administered by the Department of Defense. An ""Armed forces service medal veteran"" means a veteran who, while serving on active duty in the U.S. military, ground, naval or air service, participated in a United States military operation for which an Armed Forces service medal was awarded pursuant to Executive Order 12985. Veteran Status * Select... Voluntary Self-Identification of Disability Form CC-305 Page 1 of 1 OMB Control Number 1250-0005 Expires 04/30/2026 Why are you being asked to complete this form? We are a federal contractor or subcontractor. The law requires us to provide equal employment opportunity to qualified people with disabilities. We have a goal of having at least 7% of our workers as people with disabilities. The law says we must measure our progress towards this goal. To do this, we must ask applicants and employees if they have a disability or have ever had one. People can become disabled, so we need to ask this question at least every five years. Completing this form is voluntary, and we hope that you will choose to do so. Your answer is confidential. No one who makes hiring decisions will see it. Your decision to complete the form and your answer will not harm you in any way. If you want to learn more about the law or this form, visit the U.S. Department of Labor’s Office of Federal Contract Compliance Programs (OFCCP) website at www.dol.gov/ofccp . How do you know if you have a disability? A disability is a condition that substantially limits one or more of your “major life activities.” If you have or have ever had such a condition, you are a person with a disability. Disabilities include, but are not limited to: Alcohol or other substance use disorder (not currently using drugs illegally) Autoimmune disorder, for example, lupus, fibromyalgia, rheumatoid arthritis, HIV/AIDS Blind or low vision Cancer (past or present) Cardiovascular or heart disease Celiac disease Cerebral palsy Deaf or serious difficulty hearing Diabetes Disfigurement, for example, disfigurement caused by burns, wounds, accidents, or congenital disorders Epilepsy or other seizure disorder Gastrointestinal disorders, for example, Crohn's Disease, irritable bowel syndrome Intellectual or developmental disability Mental health conditions, for example, depression, bipolar disorder, anxiety disorder, schizophrenia, PTSD Missing limbs or partially missing limbs Mobility impairment, benefiting from the use of a wheelchair, scooter, walker, leg brace(s) and/or other supports Nervous system condition, for example, migraine headaches, Parkinson’s disease, multiple sclerosis (MS) Neurodivergence, for example, attention-deficit/hyperactivity disorder (ADHD), autism spectrum disorder, dyslexia, dyspraxia, other learning disabilities Partial or complete paralysis (any cause) Pulmonary or respiratory conditions, for example, tuberculosis, asthma, emphysema Short stature (dwarfism) Traumatic brain injury Disability Status * Select... PUBLIC BURDEN STATEMENT: According to the Paperwork Reduction Act of 1995 no persons are required to respond to a collection of information unless such collection displays a valid OMB control number. This survey should take about 5 minutes to complete. Powered by",,N/A,N/A,N/A
https://jobs.lever.co/palantir/e2dd3539-e1aa-4fc9-ab8b-f7dea997e51b,Administrative Business Partner,Palantir Technologies,"Abu Dhabi, United Arab Emirates","A World-Changing CompanyPalantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.The Role
&nbsp;
Our team of Administrative Business Partners does more than just support our leaders: we’re the backbone of the busiest people at Palantir. We build positive relationships with the people we support and anticipate their needs without being asked. Our passion for helping others makes us an invaluable resource at Palantir!As an Administrative Business Partner, you will be handling a variety of professional responsibilities, including calendaring, travel, and expenses. You are very organized and thrive off of enabling the people you support to be as productive and impactful as possible. You’ll demonstrate your excellent communication skills, and exercise tact and diplomacy in helping to manage relationships with internal and external senior team members at Palantir. In this role you'll also demonstrate good judgment and critical thinking by understanding competing priorities and actioning accordingly.\nCore Responsibilities
Provide administrative support to a portfolio of individuals/teams across the business
Handle sophisticated calendars in a fast-paced environment, and prioritize commitments to enhance time and productivity
Book travel arrangements (domestic and international)
Track and process expense reports
Help plan, support, and complete office events and external gatherings
Work both autonomously and in collaboration with teammates, colleagues, and external contacts
What We Value
Ability to adjust quickly, anticipate needs, and implement autonomously, with strong attention to detail
Ability to prioritize and have a high sense of urgency
Excellent communication skills and perceptiveness
Ability to interact with a wide range of teams internally and externally with thoughtfulness and tact
High level of integrity, confidentiality, and discretion in both internal and external interactions
What We Require
3+ years of previous administrative or personal support experience, preferably in a fast-paced environment
Excellent digital literacy, including proficiency with Microsoft products (Outlook, Excel, Word, PowerPoint, etc.)
Experience with scheduling sophisticated international and domestic travel itineraries
Familiarity with travel booking and expense reporting software
\nLife at PalantirWe want every Palantirian to achieve their best outcomes, that’s why we celebrate individuals’ strengths, skills, and interests, from your first interview to your longterm growth, rather than rely on traditional career ladders. Paying attention to the needs of our community enables us to optimize our opportunities to grow and helps ensure many pathways to success at Palantir. Promoting health and well-being across all areas of Palantirians’ lives is just one of the ways we’re investing in our community. Learn more at Life at Palantir and note that our offerings may vary by region.In keeping consistent with Palantir’s values and culture, we believe employees are “better together” and in-person work affords the opportunity for more creative outcomes. Therefore, we encourage employees to work from our offices to foster connectivity and innovation. Many teams do offer hybrid options (WFH a day or two a week), allowing our employees to strike the right trade-off for their personal productivity. Based on business need, there are a few roles that allow for “Remote” work on an exceptional basis. If you are applying for one of these roles, you must work from the city and or country in which you are employed. If the posting is specified as Onsite, you are required to work from an office.If you want to empower the world's most important institutions, you belong here. Palantir values excellence regardless of background. We are committed to making the application and hiring process accessible to everyone and will provide a reasonable accommodation for those living with a disability. If you need an accommodation for the application or hiring process, please reach out and let us know how we can help.",,Fixed-Term,N/A,2024-09-24
